Datetime,Energy_kW,hour,day_of_week,is_weekend,lag_1,rolling_mean_3
2024-01-17 17:00:00,2.66,17,2,0,2.46,2.716666666666667
2024-01-17 18:00:00,4.58,18,2,0,2.66,3.233333333333334
2024-01-17 19:00:00,4.59,19,2,0,4.58,3.9433333333333334
2024-01-17 20:00:00,4.49,20,2,0,4.59,4.553333333333334
2024-01-17 21:00:00,2.9,21,2,0,4.49,3.9933333333333336
2024-01-17 22:00:00,2.17,22,2,0,2.9,3.186666666666667
2024-01-17 23:00:00,2.35,23,2,0,2.17,2.473333333333333
2024-01-18 00:00:00,2.41,0,3,0,2.35,2.31
2024-01-18 01:00:00,2.49,1,3,0,2.41,2.4166666666666665
2024-01-18 02:00:00,2.53,2,3,0,2.49,2.4766666666666666
2024-01-18 03:00:00,2.16,3,3,0,2.53,2.393333333333333
2024-01-18 04:00:00,2.08,4,3,0,2.16,2.2566666666666664
2024-01-18 05:00:00,2.64,5,3,0,2.08,2.2933333333333334
2024-01-18 06:00:00,2.85,6,3,0,2.64,2.5233333333333334
2024-01-18 07:00:00,3.94,7,3,0,2.85,3.143333333333333
2024-01-18 08:00:00,4.4,8,3,0,3.94,3.7300000000000004
2024-01-18 09:00:00,4.11,9,3,0,4.4,4.15
2024-01-18 10:00:00,4.32,10,3,0,4.11,4.276666666666667
2024-01-18 11:00:00,4.1,11,3,0,4.32,4.176666666666667
2024-01-18 12:00:00,4.5,12,3,0,4.1,4.306666666666667
2024-01-18 13:00:00,3.14,13,3,0,4.5,3.9133333333333336
2024-01-18 14:00:00,2.74,14,3,0,3.14,3.4600000000000004
2024-01-18 15:00:00,2.98,15,3,0,2.74,2.953333333333333
2024-01-18 16:00:00,2.91,16,3,0,2.98,2.8766666666666665
2024-01-18 17:00:00,3.06,17,3,0,2.91,2.983333333333333
2024-01-18 18:00:00,4.39,18,3,0,3.06,3.453333333333333
2024-01-18 19:00:00,4.72,19,3,0,4.39,4.056666666666667
2024-01-18 20:00:00,4.8,20,3,0,4.72,4.636666666666667
2024-01-18 21:00:00,2.43,21,3,0,4.8,3.983333333333334
2024-01-18 22:00:00,2.15,22,3,0,2.43,3.126666666666667
2024-01-18 23:00:00,1.98,23,3,0,2.15,2.186666666666667
2024-01-19 00:00:00,2.34,0,4,0,1.98,2.1566666666666667
2024-01-19 01:00:00,2.53,1,4,0,2.34,2.2833333333333337
2024-01-19 02:00:00,2.69,2,4,0,2.53,2.52
2024-01-19 03:00:00,2.4,3,4,0,2.69,2.5400000000000005
2024-01-19 04:00:00,2.72,4,4,0,2.4,2.6033333333333335
2024-01-19 05:00:00,2.11,5,4,0,2.72,2.4100000000000006
2024-01-19 06:00:00,2.45,6,4,0,2.11,2.426666666666667
2024-01-19 07:00:00,4.08,7,4,0,2.45,2.8800000000000003
2024-01-19 08:00:00,4.17,8,4,0,4.08,3.566666666666667
2024-01-19 09:00:00,4.08,9,4,0,4.17,4.11
2024-01-19 10:00:00,3.68,10,4,0,4.08,3.9766666666666666
2024-01-19 11:00:00,4.07,11,4,0,3.68,3.943333333333334
2024-01-19 12:00:00,3.83,12,4,0,4.07,3.8600000000000008
2024-01-19 13:00:00,2.92,13,4,0,3.83,3.606666666666667
2024-01-19 14:00:00,2.86,14,4,0,2.92,3.2033333333333336
2024-01-19 15:00:00,2.6,15,4,0,2.86,2.7933333333333334
2024-01-19 16:00:00,2.69,16,4,0,2.6,2.716666666666667
2024-01-19 17:00:00,2.58,17,4,0,2.69,2.6233333333333335
2024-01-19 18:00:00,4.58,18,4,0,2.58,3.2833333333333337
2024-01-19 19:00:00,4.78,19,4,0,4.58,3.9800000000000004
2024-01-19 20:00:00,4.39,20,4,0,4.78,4.583333333333333
2024-01-19 21:00:00,2.89,21,4,0,4.39,4.0200000000000005
2024-01-19 22:00:00,2.28,22,4,0,2.89,3.186666666666667
2024-01-19 23:00:00,2.23,23,4,0,2.28,2.466666666666667
2024-01-20 00:00:00,2.07,0,5,1,2.23,2.1933333333333334
2024-01-20 01:00:00,1.89,1,5,1,2.07,2.0633333333333335
2024-01-20 02:00:00,1.98,2,5,1,1.89,1.9800000000000002
2024-01-20 03:00:00,1.86,3,5,1,1.98,1.9100000000000001
2024-01-20 04:00:00,2.49,4,5,1,1.86,2.1100000000000008
2024-01-20 05:00:00,2.1,5,5,1,2.49,2.1500000000000004
2024-01-20 06:00:00,2.36,6,5,1,2.1,2.316666666666667
2024-01-20 07:00:00,3.84,7,5,1,2.36,2.766666666666667
2024-01-20 08:00:00,3.77,8,5,1,3.84,3.3233333333333337
2024-01-20 09:00:00,3.75,9,5,1,3.77,3.786666666666667
2024-01-20 10:00:00,3.92,10,5,1,3.75,3.813333333333334
2024-01-20 11:00:00,3.95,11,5,1,3.92,3.8733333333333335
2024-01-20 12:00:00,3.69,12,5,1,3.95,3.8533333333333335
2024-01-20 13:00:00,2.38,13,5,1,3.69,3.3400000000000003
2024-01-20 14:00:00,2.44,14,5,1,2.38,2.8366666666666673
2024-01-20 15:00:00,2.03,15,5,1,2.44,2.2833333333333337
2024-01-20 16:00:00,2.19,16,5,1,2.03,2.22
2024-01-20 17:00:00,2.77,17,5,1,2.19,2.33
2024-01-20 18:00:00,4.62,18,5,1,2.77,3.193333333333334
2024-01-20 19:00:00,4.25,19,5,1,4.62,3.8800000000000003
2024-01-20 20:00:00,4.41,20,5,1,4.25,4.426666666666667
2024-01-20 21:00:00,2.56,21,5,1,4.41,3.74
2024-01-20 22:00:00,2.71,22,5,1,2.56,3.226666666666667
2024-01-20 23:00:00,2.32,23,5,1,2.71,2.5300000000000002
2024-01-21 00:00:00,2.07,0,6,1,2.32,2.366666666666667
2024-01-21 01:00:00,1.91,1,6,1,2.07,2.1
2024-01-21 02:00:00,1.78,2,6,1,1.91,1.9200000000000002
2024-01-21 03:00:00,2.14,3,6,1,1.78,1.9433333333333336
2024-01-21 04:00:00,1.95,4,6,1,2.14,1.956666666666667
2024-01-21 05:00:00,1.82,5,6,1,1.95,1.9700000000000006
2024-01-21 06:00:00,2.37,6,6,1,1.82,2.046666666666667
2024-01-21 07:00:00,3.58,7,6,1,2.37,2.5900000000000003
2024-01-21 08:00:00,4.14,8,6,1,3.58,3.3633333333333333
2024-01-21 09:00:00,3.98,9,6,1,4.14,3.9000000000000004
2024-01-21 10:00:00,3.8,10,6,1,3.98,3.973333333333333
2024-01-21 11:00:00,4.1,11,6,1,3.8,3.9599999999999995
2024-01-21 12:00:00,3.82,12,6,1,4.1,3.9066666666666663
2024-01-21 13:00:00,2.33,13,6,1,3.82,3.4166666666666665
2024-01-21 14:00:00,2.8,14,6,1,2.33,2.983333333333333
2024-01-21 15:00:00,2.61,15,6,1,2.8,2.5799999999999996
2024-01-21 16:00:00,2.29,16,6,1,2.61,2.566666666666667
2024-01-21 17:00:00,2.46,17,6,1,2.29,2.4533333333333336
2024-01-21 18:00:00,4.12,18,6,1,2.46,2.956666666666667
2024-01-21 19:00:00,4.02,19,6,1,4.12,3.533333333333333
2024-01-21 20:00:00,4.49,20,6,1,4.02,4.21
2024-01-21 21:00:00,2.88,21,6,1,4.49,3.796666666666667
2024-01-21 22:00:00,1.82,22,6,1,2.88,3.063333333333333
2024-01-21 23:00:00,2.21,23,6,1,1.82,2.3033333333333332
2024-01-22 00:00:00,2.27,0,0,0,2.21,2.1
2024-01-22 01:00:00,2.31,1,0,0,2.27,2.263333333333333
2024-01-22 02:00:00,2.29,2,0,0,2.31,2.29
2024-01-22 03:00:00,2.23,3,0,0,2.29,2.276666666666667
2024-01-22 04:00:00,2.41,4,0,0,2.23,2.31
2024-01-22 05:00:00,2.24,5,0,0,2.41,2.2933333333333334
2024-01-22 06:00:00,2.86,6,0,0,2.24,2.5033333333333334
2024-01-22 07:00:00,4.09,7,0,0,2.86,3.063333333333333
2024-01-22 08:00:00,4.06,8,0,0,4.09,3.6699999999999995
2024-01-22 09:00:00,3.92,9,0,0,4.06,4.023333333333333
2024-01-22 10:00:00,3.99,10,0,0,3.92,3.9899999999999998
2024-01-22 11:00:00,4.26,11,0,0,3.99,4.056666666666667
2024-01-22 12:00:00,4.21,12,0,0,4.26,4.153333333333333
2024-01-22 13:00:00,2.61,13,0,0,4.21,3.6933333333333334
2024-01-22 14:00:00,2.82,14,0,0,2.61,3.2133333333333334
2024-01-22 15:00:00,2.96,15,0,0,2.82,2.796666666666667
2024-01-22 16:00:00,2.47,16,0,0,2.96,2.75
2024-01-22 17:00:00,2.91,17,0,0,2.47,2.78
2024-01-22 18:00:00,4.47,18,0,0,2.91,3.2833333333333337
2024-01-22 19:00:00,4.72,19,0,0,4.47,4.033333333333333
2024-01-22 20:00:00,4.45,20,0,0,4.72,4.546666666666667
2024-01-22 21:00:00,2.44,21,0,0,4.45,3.8700000000000006
2024-01-22 22:00:00,2.08,22,0,0,2.44,2.99
2024-01-22 23:00:00,2.41,23,0,0,2.08,2.3100000000000005
2024-01-23 00:00:00,2.46,0,1,0,2.41,2.316666666666667
2024-01-23 01:00:00,2.23,1,1,0,2.46,2.366666666666667
2024-01-23 02:00:00,2.54,2,1,0,2.23,2.4100000000000006
2024-01-23 03:00:00,2.08,3,1,0,2.54,2.2833333333333337
2024-01-23 04:00:00,2.4,4,1,0,2.08,2.3400000000000003
2024-01-23 05:00:00,2.17,5,1,0,2.4,2.216666666666667
2024-01-23 06:00:00,2.68,6,1,0,2.17,2.416666666666667
2024-01-23 07:00:00,4.12,7,1,0,2.68,2.9900000000000007
2024-01-23 08:00:00,3.94,8,1,0,4.12,3.5800000000000005
2024-01-23 09:00:00,4.03,9,1,0,3.94,4.03
2024-01-23 10:00:00,4.31,10,1,0,4.03,4.093333333333334
2024-01-23 11:00:00,3.99,11,1,0,4.31,4.11
2024-01-23 12:00:00,4.28,12,1,0,3.99,4.193333333333333
2024-01-23 13:00:00,2.58,13,1,0,4.28,3.6166666666666667
2024-01-23 14:00:00,2.92,14,1,0,2.58,3.2600000000000002
2024-01-23 15:00:00,3.1,15,1,0,2.92,2.8666666666666667
2024-01-23 16:00:00,2.32,16,1,0,3.1,2.78
2024-01-23 17:00:00,2.65,17,1,0,2.32,2.69
2024-01-23 18:00:00,4.73,18,1,0,2.65,3.233333333333334
2024-01-23 19:00:00,4.57,19,1,0,4.73,3.983333333333334
2024-01-23 20:00:00,4.68,20,1,0,4.57,4.66
2024-01-23 21:00:00,2.69,21,1,0,4.68,3.98
2024-01-23 22:00:00,2.43,22,1,0,2.69,3.266666666666667
2024-01-23 23:00:00,2.38,23,1,0,2.43,2.5
2024-01-24 00:00:00,2.65,0,2,0,2.38,2.486666666666667
2024-01-24 01:00:00,2.47,1,2,0,2.65,2.5
2024-01-24 02:00:00,2.48,2,2,0,2.47,2.533333333333333
2024-01-24 03:00:00,2.33,3,2,0,2.48,2.4266666666666663
2024-01-24 04:00:00,2.32,4,2,0,2.33,2.3766666666666665
2024-01-24 05:00:00,2.33,5,2,0,2.32,2.3266666666666667
2024-01-24 06:00:00,2.89,6,2,0,2.33,2.5133333333333336
2024-01-24 07:00:00,4.03,7,2,0,2.89,3.0833333333333335
2024-01-24 08:00:00,4.17,8,2,0,4.03,3.6966666666666668
2024-01-24 09:00:00,4.53,9,2,0,4.17,4.243333333333333
2024-01-24 10:00:00,4.29,10,2,0,4.53,4.33
2024-01-24 11:00:00,4.05,11,2,0,4.29,4.29
2024-01-24 12:00:00,4.36,12,2,0,4.05,4.233333333333333
2024-01-24 13:00:00,2.73,13,2,0,4.36,3.7133333333333334
2024-01-24 14:00:00,2.41,14,2,0,2.73,3.1666666666666665
2024-01-24 15:00:00,2.61,15,2,0,2.41,2.5833333333333335
2024-01-24 16:00:00,2.44,16,2,0,2.61,2.4866666666666664
2024-01-24 17:00:00,2.74,17,2,0,2.44,2.5966666666666662
2024-01-24 18:00:00,4.62,18,2,0,2.74,3.266666666666667
2024-01-24 19:00:00,4.95,19,2,0,4.62,4.103333333333334
2024-01-24 20:00:00,4.68,20,2,0,4.95,4.75
2024-01-24 21:00:00,2.77,21,2,0,4.68,4.133333333333334
2024-01-24 22:00:00,2.58,22,2,0,2.77,3.3433333333333333
2024-01-24 23:00:00,1.97,23,2,0,2.58,2.44
2024-01-25 00:00:00,2.47,0,3,0,1.97,2.3400000000000003
2024-01-25 01:00:00,2.57,1,3,0,2.47,2.3366666666666664
2024-01-25 02:00:00,2.12,2,3,0,2.57,2.3866666666666667
2024-01-25 03:00:00,2.65,3,3,0,2.12,2.4466666666666668
2024-01-25 04:00:00,2.49,4,3,0,2.65,2.42
2024-01-25 05:00:00,2.34,5,3,0,2.49,2.4933333333333336
2024-01-25 06:00:00,2.95,6,3,0,2.34,2.5933333333333333
2024-01-25 07:00:00,4.57,7,3,0,2.95,3.2866666666666666
2024-01-25 08:00:00,4.16,8,3,0,4.57,3.893333333333333
2024-01-25 09:00:00,4.17,9,3,0,4.16,4.300000000000001
2024-01-25 10:00:00,4.03,10,3,0,4.17,4.12
2024-01-25 11:00:00,3.95,11,3,0,4.03,4.05
2024-01-25 12:00:00,4.29,12,3,0,3.95,4.09
2024-01-25 13:00:00,2.65,13,3,0,4.29,3.6299999999999994
2024-01-25 14:00:00,2.83,14,3,0,2.65,3.2566666666666664
2024-01-25 15:00:00,2.72,15,3,0,2.83,2.733333333333333
2024-01-25 16:00:00,2.92,16,3,0,2.72,2.823333333333333
2024-01-25 17:00:00,2.89,17,3,0,2.92,2.8433333333333333
2024-01-25 18:00:00,4.83,18,3,0,2.89,3.546666666666667
2024-01-25 19:00:00,4.52,19,3,0,4.83,4.079999999999999
2024-01-25 20:00:00,4.57,20,3,0,4.52,4.64
2024-01-25 21:00:00,2.62,21,3,0,4.57,3.903333333333333
2024-01-25 22:00:00,2.33,22,3,0,2.62,3.1733333333333333
2024-01-25 23:00:00,2.5,23,3,0,2.33,2.483333333333333
2024-01-26 00:00:00,2.58,0,4,0,2.5,2.4699999999999998
2024-01-26 01:00:00,2.24,1,4,0,2.58,2.44
2024-01-26 02:00:00,2.6,2,4,0,2.24,2.473333333333333
2024-01-26 03:00:00,2.7,3,4,0,2.6,2.513333333333333
2024-01-26 04:00:00,2.51,4,4,0,2.7,2.603333333333333
2024-01-26 05:00:00,2.8,5,4,0,2.51,2.67
2024-01-26 06:00:00,2.67,6,4,0,2.8,2.6599999999999997
2024-01-26 07:00:00,3.88,7,4,0,2.67,3.116666666666666
2024-01-26 08:00:00,3.77,8,4,0,3.88,3.44
2024-01-26 09:00:00,4.42,9,4,0,3.77,4.023333333333333
2024-01-26 10:00:00,4.26,10,4,0,4.42,4.1499999999999995
2024-01-26 11:00:00,4.11,11,4,0,4.26,4.263333333333333
2024-01-26 12:00:00,4.18,12,4,0,4.11,4.183333333333333
2024-01-26 13:00:00,2.6,13,4,0,4.18,3.6299999999999994
2024-01-26 14:00:00,3.31,14,4,0,2.6,3.3633333333333333
2024-01-26 15:00:00,2.85,15,4,0,3.31,2.92
2024-01-26 16:00:00,2.85,16,4,0,2.85,3.0033333333333334
2024-01-26 17:00:00,2.97,17,4,0,2.85,2.89
2024-01-26 18:00:00,4.72,18,4,0,2.97,3.513333333333333
2024-01-26 19:00:00,4.67,19,4,0,4.72,4.12
2024-01-26 20:00:00,4.47,20,4,0,4.67,4.619999999999999
2024-01-26 21:00:00,2.92,21,4,0,4.47,4.02
2024-01-26 22:00:00,2.8,22,4,0,2.92,3.396666666666666
2024-01-26 23:00:00,2.69,23,4,0,2.8,2.803333333333333
2024-01-27 00:00:00,2.45,0,5,1,2.69,2.6466666666666665
2024-01-27 01:00:00,2.03,1,5,1,2.45,2.3899999999999997
2024-01-27 02:00:00,1.93,2,5,1,2.03,2.1366666666666663
2024-01-27 03:00:00,2.1,3,5,1,1.93,2.0199999999999996
2024-01-27 04:00:00,2.14,4,5,1,2.1,2.0566666666666666
2024-01-27 05:00:00,2.35,5,5,1,2.14,2.1966666666666668
2024-01-27 06:00:00,2.19,6,5,1,2.35,2.2266666666666666
2024-01-27 07:00:00,4.14,7,5,1,2.19,2.893333333333333
2024-01-27 08:00:00,3.8,8,5,1,4.14,3.3766666666666665
2024-01-27 09:00:00,3.74,9,5,1,3.8,3.893333333333333
2024-01-27 10:00:00,3.63,10,5,1,3.74,3.7233333333333327
2024-01-27 11:00:00,3.5,11,5,1,3.63,3.623333333333333
2024-01-27 12:00:00,3.99,12,5,1,3.5,3.7066666666666666
2024-01-27 13:00:00,2.54,13,5,1,3.99,3.3433333333333333
2024-01-27 14:00:00,2.27,14,5,1,2.54,2.933333333333333
2024-01-27 15:00:00,2.27,15,5,1,2.27,2.36
2024-01-27 16:00:00,2.46,16,5,1,2.27,2.333333333333333
2024-01-27 17:00:00,2.86,17,5,1,2.46,2.5299999999999994
2024-01-27 18:00:00,4.28,18,5,1,2.86,3.1999999999999997
2024-01-27 19:00:00,4.03,19,5,1,4.28,3.723333333333333
2024-01-27 20:00:00,4.28,20,5,1,4.03,4.196666666666666
2024-01-27 21:00:00,2.48,21,5,1,4.28,3.5966666666666662
2024-01-27 22:00:00,1.59,22,5,1,2.48,2.783333333333333
2024-01-27 23:00:00,2.12,23,5,1,1.59,2.063333333333333
2024-01-28 00:00:00,2.09,0,6,1,2.12,1.933333333333333
2024-01-28 01:00:00,2.27,1,6,1,2.09,2.1599999999999997
2024-01-28 02:00:00,2.5,2,6,1,2.27,2.2866666666666666
2024-01-28 03:00:00,2.36,3,6,1,2.5,2.3766666666666665
2024-01-28 04:00:00,2.08,4,6,1,2.36,2.313333333333333
2024-01-28 05:00:00,1.91,5,6,1,2.08,2.1166666666666667
2024-01-28 06:00:00,3.05,6,6,1,1.91,2.3466666666666662
2024-01-28 07:00:00,3.85,7,6,1,3.05,2.936666666666666
2024-01-28 08:00:00,3.84,8,6,1,3.85,3.5799999999999996
2024-01-28 09:00:00,3.83,9,6,1,3.84,3.84
2024-01-28 10:00:00,3.87,10,6,1,3.83,3.8466666666666662
2024-01-28 11:00:00,3.81,11,6,1,3.87,3.8366666666666664
2024-01-28 12:00:00,3.72,12,6,1,3.81,3.8000000000000003
2024-01-28 13:00:00,2.43,13,6,1,3.72,3.32
2024-01-28 14:00:00,2.53,14,6,1,2.43,2.893333333333333
2024-01-28 15:00:00,2.43,15,6,1,2.53,2.463333333333333
2024-01-28 16:00:00,2.39,16,6,1,2.43,2.4499999999999997
2024-01-28 17:00:00,2.56,17,6,1,2.39,2.46
2024-01-28 18:00:00,4.28,18,6,1,2.56,3.0766666666666667
2024-01-28 19:00:00,4.64,19,6,1,4.28,3.826666666666666
2024-01-28 20:00:00,3.8,20,6,1,4.64,4.239999999999999
2024-01-28 21:00:00,2.75,21,6,1,3.8,3.729999999999999
2024-01-28 22:00:00,2.38,22,6,1,2.75,2.9766666666666666
2024-01-28 23:00:00,1.72,23,6,1,2.38,2.2833333333333328
2024-01-29 00:00:00,2.37,0,0,0,1.72,2.1566666666666663
2024-01-29 01:00:00,2.37,1,0,0,2.37,2.153333333333333
2024-01-29 02:00:00,2.16,2,0,0,2.37,2.3
2024-01-29 03:00:00,2.28,3,0,0,2.16,2.2699999999999996
2024-01-29 04:00:00,2.22,4,0,0,2.28,2.2199999999999998
2024-01-29 05:00:00,2.79,5,0,0,2.22,2.4299999999999997
2024-01-29 06:00:00,3.03,6,0,0,2.79,2.6799999999999997
2024-01-29 07:00:00,4.39,7,0,0,3.03,3.403333333333333
2024-01-29 08:00:00,4.28,8,0,0,4.39,3.9
2024-01-29 09:00:00,3.91,9,0,0,4.28,4.193333333333333
2024-01-29 10:00:00,4.04,10,0,0,3.91,4.076666666666667
2024-01-29 11:00:00,4.24,11,0,0,4.04,4.0633333333333335
2024-01-29 12:00:00,3.9,12,0,0,4.24,4.06
2024-01-29 13:00:00,2.98,13,0,0,3.9,3.706666666666667
2024-01-29 14:00:00,2.79,14,0,0,2.98,3.2233333333333327
2024-01-29 15:00:00,2.77,15,0,0,2.79,2.8466666666666662
2024-01-29 16:00:00,2.98,16,0,0,2.77,2.8466666666666662
2024-01-29 17:00:00,2.93,17,0,0,2.98,2.893333333333333
2024-01-29 18:00:00,4.57,18,0,0,2.93,3.4933333333333336
2024-01-29 19:00:00,4.87,19,0,0,4.57,4.123333333333334
2024-01-29 20:00:00,4.42,20,0,0,4.87,4.62
2024-01-29 21:00:00,2.96,21,0,0,4.42,4.083333333333333
2024-01-29 22:00:00,2.56,22,0,0,2.96,3.313333333333333
2024-01-29 23:00:00,2.38,23,0,0,2.56,2.6333333333333333
2024-01-30 00:00:00,2.51,0,1,0,2.38,2.483333333333333
2024-01-30 01:00:00,2.19,1,1,0,2.51,2.36
2024-01-30 02:00:00,2.63,2,1,0,2.19,2.443333333333333
2024-01-30 03:00:00,2.41,3,1,0,2.63,2.41
2024-01-30 04:00:00,2.34,4,1,0,2.41,2.46
2024-01-30 05:00:00,2.65,5,1,0,2.34,2.466666666666667
2024-01-30 06:00:00,2.7,6,1,0,2.65,2.563333333333333
2024-01-30 07:00:00,3.86,7,1,0,2.7,3.0700000000000003
2024-01-30 08:00:00,3.83,8,1,0,3.86,3.4633333333333334
2024-01-30 09:00:00,4.27,9,1,0,3.83,3.986666666666667
2024-01-30 10:00:00,3.89,10,1,0,4.27,3.9966666666666666
2024-01-30 11:00:00,4.5,11,1,0,3.89,4.22
2024-01-30 12:00:00,3.73,12,1,0,4.5,4.04
2024-01-30 13:00:00,3.18,13,1,0,3.73,3.8033333333333332
2024-01-30 14:00:00,2.89,14,1,0,3.18,3.266666666666667
2024-01-30 15:00:00,2.83,15,1,0,2.89,2.966666666666667
2024-01-30 16:00:00,2.74,16,1,0,2.83,2.8200000000000003
2024-01-30 17:00:00,2.92,17,1,0,2.74,2.83
2024-01-30 18:00:00,4.64,18,1,0,2.92,3.433333333333333
2024-01-30 19:00:00,4.87,19,1,0,4.64,4.1433333333333335
2024-01-30 20:00:00,4.67,20,1,0,4.87,4.726666666666667
2024-01-30 21:00:00,2.88,21,1,0,4.67,4.14
2024-01-30 22:00:00,2.37,22,1,0,2.88,3.3066666666666666
2024-01-30 23:00:00,2.43,23,1,0,2.37,2.56
2024-01-31 00:00:00,2.51,0,2,0,2.43,2.436666666666667
2024-01-31 01:00:00,2.11,1,2,0,2.51,2.35
2024-01-31 02:00:00,2.18,2,2,0,2.11,2.266666666666666
2024-01-31 03:00:00,2.6,3,2,0,2.18,2.2966666666666664
2024-01-31 04:00:00,2.48,4,2,0,2.6,2.42
2024-01-31 05:00:00,2.41,5,2,0,2.48,2.4966666666666666
2024-01-31 06:00:00,2.85,6,2,0,2.41,2.58
2024-01-31 07:00:00,4.22,7,2,0,2.85,3.16
2024-01-31 08:00:00,4.04,8,2,0,4.22,3.703333333333333
2024-01-31 09:00:00,3.99,9,2,0,4.04,4.083333333333333
2024-01-31 10:00:00,4.19,10,2,0,3.99,4.073333333333334
2024-01-31 11:00:00,3.95,11,2,0,4.19,4.043333333333334
2024-01-31 12:00:00,4.23,12,2,0,3.95,4.123333333333334
2024-01-31 13:00:00,2.51,13,2,0,4.23,3.563333333333333
2024-01-31 14:00:00,3.06,14,2,0,2.51,3.266666666666667
2024-01-31 15:00:00,2.94,15,2,0,3.06,2.8366666666666664
2024-01-31 16:00:00,2.9,16,2,0,2.94,2.966666666666667
2024-01-31 17:00:00,3.05,17,2,0,2.9,2.963333333333333
2024-01-31 18:00:00,4.98,18,2,0,3.05,3.643333333333333
2024-01-31 19:00:00,4.85,19,2,0,4.98,4.293333333333333
2024-01-31 20:00:00,4.28,20,2,0,4.85,4.703333333333333
2024-01-31 21:00:00,2.59,21,2,0,4.28,3.9066666666666663
2024-01-31 22:00:00,2.33,22,2,0,2.59,3.0666666666666664
2024-01-31 23:00:00,2.46,23,2,0,2.33,2.46
2024-02-01 00:00:00,2.56,0,3,0,2.46,2.4499999999999997
2024-02-01 01:00:00,2.31,1,3,0,2.56,2.4433333333333334
2024-02-01 02:00:00,2.49,2,3,0,2.31,2.4533333333333336
2024-02-01 03:00:00,2.3,3,3,0,2.49,2.3666666666666667
2024-02-01 04:00:00,2.33,4,3,0,2.3,2.3733333333333335
2024-02-01 05:00:00,2.17,5,3,0,2.33,2.2666666666666666
2024-02-01 06:00:00,2.67,6,3,0,2.17,2.39
2024-02-01 07:00:00,3.88,7,3,0,2.67,2.9066666666666663
2024-02-01 08:00:00,3.96,8,3,0,3.88,3.5033333333333334
2024-02-01 09:00:00,4.37,9,3,0,3.96,4.07
2024-02-01 10:00:00,3.97,10,3,0,4.37,4.1000000000000005
2024-02-01 11:00:00,4.68,11,3,0,3.97,4.34
2024-02-01 12:00:00,4.25,12,3,0,4.68,4.3
2024-02-01 13:00:00,2.89,13,3,0,4.25,3.94
2024-02-01 14:00:00,2.68,14,3,0,2.89,3.2733333333333334
2024-02-01 15:00:00,3.0,15,3,0,2.68,2.856666666666667
2024-02-01 16:00:00,2.74,16,3,0,3.0,2.8066666666666666
2024-02-01 17:00:00,2.88,17,3,0,2.74,2.8733333333333335
2024-02-01 18:00:00,5.17,18,3,0,2.88,3.5966666666666662
2024-02-01 19:00:00,4.64,19,3,0,5.17,4.2299999999999995
2024-02-01 20:00:00,4.88,20,3,0,4.64,4.896666666666666
2024-02-01 21:00:00,2.71,21,3,0,4.88,4.076666666666667
2024-02-01 22:00:00,2.45,22,3,0,2.71,3.3466666666666662
2024-02-01 23:00:00,2.81,23,3,0,2.45,2.6566666666666667
2024-02-02 00:00:00,2.33,0,4,0,2.81,2.53
2024-02-02 01:00:00,2.82,1,4,0,2.33,2.6533333333333333
2024-02-02 02:00:00,2.6,2,4,0,2.82,2.5833333333333335
2024-02-02 03:00:00,2.35,3,4,0,2.6,2.5900000000000003
2024-02-02 04:00:00,2.59,4,4,0,2.35,2.513333333333333
2024-02-02 05:00:00,2.65,5,4,0,2.59,2.53
2024-02-02 06:00:00,2.98,6,4,0,2.65,2.7399999999999998
2024-02-02 07:00:00,3.85,7,4,0,2.98,3.16
2024-02-02 08:00:00,4.01,8,4,0,3.85,3.6133333333333333
2024-02-02 09:00:00,4.11,9,4,0,4.01,3.99
2024-02-02 10:00:00,4.15,10,4,0,4.11,4.090000000000001
2024-02-02 11:00:00,4.28,11,4,0,4.15,4.180000000000001
2024-02-02 12:00:00,4.2,12,4,0,4.28,4.210000000000001
2024-02-02 13:00:00,2.59,13,4,0,4.2,3.69
2024-02-02 14:00:00,2.94,14,4,0,2.59,3.2433333333333336
2024-02-02 15:00:00,2.98,15,4,0,2.94,2.8366666666666673
2024-02-02 16:00:00,2.97,16,4,0,2.98,2.9633333333333334
2024-02-02 17:00:00,3.08,17,4,0,2.97,3.0100000000000002
2024-02-02 18:00:00,4.83,18,4,0,3.08,3.626666666666667
2024-02-02 19:00:00,4.75,19,4,0,4.83,4.22
2024-02-02 20:00:00,4.65,20,4,0,4.75,4.743333333333333
2024-02-02 21:00:00,2.53,21,4,0,4.65,3.9766666666666666
2024-02-02 22:00:00,2.55,22,4,0,2.53,3.2433333333333336
2024-02-02 23:00:00,2.5,23,4,0,2.55,2.526666666666667
2024-02-03 00:00:00,2.22,0,5,1,2.5,2.4233333333333333
2024-02-03 01:00:00,1.91,1,5,1,2.22,2.2100000000000004
2024-02-03 02:00:00,1.95,2,5,1,1.91,2.026666666666667
2024-02-03 03:00:00,2.38,3,5,1,1.95,2.08
2024-02-03 04:00:00,2.16,4,5,1,2.38,2.1633333333333336
2024-02-03 05:00:00,2.3,5,5,1,2.16,2.28
2024-02-03 06:00:00,2.57,6,5,1,2.3,2.3433333333333333
2024-02-03 07:00:00,3.87,7,5,1,2.57,2.9133333333333327
2024-02-03 08:00:00,4.05,8,5,1,3.87,3.4966666666666666
2024-02-03 09:00:00,3.76,9,5,1,4.05,3.893333333333333
2024-02-03 10:00:00,3.88,10,5,1,3.76,3.8966666666666665
