Datetime,Energy_kW,Temperature_C,Humidity_pct,PowerCut_Risk,ShortCircuit_Risk,ExcessElectricity_Risk,CarbonCredit_USD,LowPollution_Flag,hour,day_of_week,is_weekend,Energy_kW_lag1,Energy_kW_lag24,PowerCut_Risk_lag1,PowerCut_Risk_lag24,ShortCircuit_Risk_lag1,ShortCircuit_Risk_lag24,ExcessElectricity_Risk_lag1,ExcessElectricity_Risk_lag24,Energy_rolling_mean_3,PowerCut_Risk_rolling_6,temp_humidity_interaction
2024-01-16 03:00:00,2.32,2.0,68.5,-0.003,0.028,0.082,0.0011,1.0,3,1,0,2.41,2.21,0.032,-0.047,0.028,0.027,0.054,0.006,2.433333333333334,0.0036666666666666657,1.37
2024-01-16 04:00:00,1.95,0.9,70.1,-0.016,0.028,0.017,0.0009,1.0,4,1,0,2.32,1.89,-0.003,-0.048,0.028,0.027,0.082,0.066,2.2266666666666675,0.008,0.6309
2024-01-16 05:00:00,2.37,2.1,63.7,-0.04,0.028,0.024,0.0011,1.0,5,1,0,1.95,2.31,-0.016,0.044,0.028,0.027,0.017,0.005,2.213333333333334,-0.0065000000000000014,1.3377000000000001
2024-01-16 06:00:00,2.7,-2.7,73.7,0.015,0.028,0.062,0.0019,1.0,6,1,0,2.37,2.46,-0.04,-0.03,0.028,0.027,0.024,0.057,2.3400000000000007,0.001666666666666666,-1.9899
2024-01-16 07:00:00,4.01,0.3,56.5,-0.003,0.028,0.098,0.0035,0.0,7,1,0,2.7,3.82,0.015,0.011,0.028,0.027,0.062,0.035,3.0266666666666673,-0.0025000000000000005,0.16949999999999998
2024-01-16 08:00:00,3.89,-1.3,51.0,0.019,0.028,0.007,0.0039,0.0,8,1,0,4.01,3.92,-0.003,0.002,0.028,0.027,0.098,0.011,3.5333333333333337,-0.004666666666666667,-0.6629999999999999
2024-01-16 09:00:00,4.31,-1.1,58.3,-0.027,0.028,0.084,0.0045,0.0,9,1,0,3.89,4.3,0.019,-0.043,0.028,0.027,0.007,0.071,4.07,-0.008666666666666668,-0.6413
2024-01-16 10:00:00,4.25,-3.5,62.1,-0.019,0.028,0.021,0.0046,0.0,10,1,0,4.31,3.9,-0.027,-0.033,0.028,0.027,0.084,0.095,4.150000000000001,-0.009166666666666667,-2.1734999999999998
2024-01-16 11:00:00,4.46,1.5,61.0,0.037,0.028,0.077,0.005,0.0,11,1,0,4.25,3.49,-0.019,-0.004,0.028,0.027,0.021,0.041,4.340000000000001,0.0036666666666666666,0.915
2024-01-16 12:00:00,4.2,4.3,62.0,0.017,0.028,0.056,0.0049,0.0,12,1,0,4.46,4.19,0.037,0.031,0.028,0.027,0.077,0.046,4.303333333333335,0.004,2.6659999999999995
2024-01-16 13:00:00,2.73,3.7,51.1,-0.004,0.028,0.086,0.0033,0.0,13,1,0,4.2,2.62,0.017,-0.034,0.028,0.027,0.056,0.033,3.7966666666666673,0.003833333333333333,1.8907000000000003
2024-01-16 14:00:00,2.34,7.8,53.4,0.024,0.028,0.092,0.0029,0.0,14,1,0,2.73,2.79,-0.004,0.038,0.028,0.027,0.086,0.087,3.090000000000001,0.004666666666666667,4.1652
2024-01-16 15:00:00,2.76,9.6,53.6,-0.021,0.028,0.091,0.0035,0.0,15,1,0,2.34,2.72,0.024,0.048,0.028,0.027,0.092,0.077,2.6100000000000008,0.005666666666666667,5.145599999999999
2024-01-16 16:00:00,2.92,11.3,49.1,0.033,0.028,0.028,0.0041,0.0,16,1,0,2.76,2.95,-0.021,-0.039,0.028,0.027,0.091,0.066,2.673333333333334,0.014333333333333335,5.5483
2024-01-16 17:00:00,2.99,12.5,71.0,-0.04,0.028,0.024,0.0048,0.0,17,1,0,2.92,3.41,0.033,0.028,0.028,0.027,0.028,0.096,2.8900000000000006,0.0015000000000000002,8.875
2024-01-16 18:00:00,4.57,12.4,62.7,0.58,0.028,0.03,0.0082,0.0,18,1,0,2.99,4.59,-0.04,0.608,0.028,0.027,0.024,0.063,3.493333333333334,0.09533333333333333,7.7748
2024-01-16 19:00:00,4.25,15.7,69.0,0.239,0.028,0.019,0.0082,0.0,19,1,0,4.57,4.44,0.58,0.242,0.028,0.027,0.03,0.053,3.9366666666666674,0.13583333333333333,10.833
2024-01-16 20:00:00,4.55,13.7,56.5,0.556,0.028,0.083,0.0084,0.0,20,1,0,4.25,4.67,0.239,0.636,0.028,0.027,0.019,0.091,4.456666666666667,0.2245,7.7405
2024-01-16 21:00:00,3.01,12.0,58.3,-0.041,0.028,0.091,0.0048,0.0,21,1,0,4.55,2.98,0.556,-0.032,0.028,0.027,0.083,0.089,3.9366666666666674,0.22116666666666665,6.995999999999999
2024-01-16 22:00:00,2.57,14.0,57.3,0.002,0.028,0.043,0.0031,0.0,22,1,0,3.01,2.18,-0.041,-0.042,0.028,0.027,0.091,0.088,3.376666666666667,0.216,8.021999999999998
2024-01-16 23:00:00,2.58,10.4,42.2,0.027,0.028,0.06,0.0021,0.0,23,1,0,2.57,2.16,0.002,0.047,0.028,0.027,0.043,0.042,2.7200000000000006,0.22716666666666666,4.388800000000001
2024-01-17 00:00:00,2.35,12.1,69.3,0.009,0.028,0.07,0.0014,1.0,0,2,0,2.58,2.16,0.027,-0.034,0.028,0.028,0.06,0.001,2.5000000000000004,0.132,8.385299999999999
2024-01-17 01:00:00,2.64,8.4,44.7,-0.04,0.028,0.038,0.0015,1.0,1,2,0,2.35,2.57,0.009,0.022,0.028,0.028,0.07,0.089,2.523333333333334,0.0855,3.7548000000000004
2024-01-17 02:00:00,2.81,5.8,59.2,0.024,0.028,0.051,0.0015,1.0,2,2,0,2.64,2.41,-0.04,0.032,0.028,0.028,0.038,0.054,2.6000000000000005,-0.003166666666666667,3.4336
2024-01-17 03:00:00,2.49,2.8,60.7,-0.025,0.028,0.036,0.0012,1.0,3,2,0,2.81,2.32,0.024,-0.003,0.028,0.028,0.051,0.082,2.6466666666666674,-0.0005000000000000004,1.6996
2024-01-17 04:00:00,2.26,2.1,55.9,0.047,0.028,0.033,0.001,1.0,4,2,0,2.49,1.95,-0.025,-0.016,0.028,0.028,0.036,0.017,2.520000000000001,0.006999999999999999,1.1739
2024-01-17 05:00:00,2.24,-2.3,60.0,0.011,0.028,0.028,0.0011,1.0,5,2,0,2.26,2.37,0.047,-0.04,0.028,0.028,0.033,0.024,2.3300000000000005,0.004333333333333332,-1.38
2024-01-17 06:00:00,2.8,-3.7,58.6,0.03,0.028,0.057,0.002,1.0,6,2,0,2.24,2.7,0.011,0.015,0.028,0.028,0.028,0.062,2.433333333333334,0.007833333333333333,-2.1682
2024-01-17 07:00:00,3.93,-5.3,62.5,0.043,0.028,0.04,0.0035,0.0,7,2,0,2.8,4.01,0.03,-0.003,0.028,0.028,0.057,0.098,2.9900000000000007,0.021666666666666667,-3.3125
2024-01-17 08:00:00,4.12,-3.3,58.4,0.001,0.028,0.087,0.0041,0.0,8,2,0,3.93,3.89,0.043,0.019,0.028,0.028,0.04,0.007,3.616666666666667,0.017833333333333333,-1.9272
2024-01-17 09:00:00,3.92,2.2,58.9,0.049,0.028,0.013,0.0041,0.0,9,2,0,4.12,4.31,0.001,-0.027,0.028,0.028,0.087,0.084,3.99,0.030166666666666665,1.2958
2024-01-17 10:00:00,3.94,-3.8,46.7,0.041,0.028,0.071,0.0043,0.0,10,2,0,3.92,4.25,0.049,-0.019,0.028,0.028,0.013,0.021,3.9933333333333336,0.029166666666666664,-1.7746000000000002
2024-01-17 11:00:00,3.76,-2.7,68.0,0.032,0.028,0.096,0.0042,0.0,11,2,0,3.94,4.46,0.041,0.037,0.028,0.028,0.071,0.077,3.8733333333333335,0.03266666666666666,-1.8360000000000003
2024-01-17 12:00:00,3.98,2.5,72.1,-0.039,0.028,0.038,0.0046,0.0,12,2,0,3.76,4.2,0.032,0.017,0.028,0.028,0.096,0.056,3.893333333333334,0.021166666666666667,1.8025
2024-01-17 13:00:00,2.96,-0.2,54.3,-0.038,0.028,0.042,0.0036,0.0,13,2,0,3.98,2.73,-0.039,-0.004,0.028,0.028,0.038,0.086,3.5666666666666678,0.007666666666666668,-0.10859999999999999
2024-01-17 14:00:00,2.75,6.3,56.3,0.044,0.028,0.067,0.0034,0.0,14,2,0,2.96,2.34,-0.038,0.024,0.028,0.028,0.042,0.092,3.2300000000000004,0.014833333333333332,3.5469
2024-01-17 15:00:00,2.65,6.0,69.5,0.009,0.028,0.001,0.0034,0.0,15,2,0,2.75,2.76,0.044,-0.021,0.028,0.028,0.067,0.091,2.786666666666667,0.008166666666666668,4.17
2024-01-17 16:00:00,2.92,10.6,64.4,0.022,0.028,0.012,0.0041,0.0,16,2,0,2.65,2.92,0.009,0.033,0.028,0.028,0.001,0.028,2.773333333333334,0.005,6.8264
2024-01-17 17:00:00,2.84,9.5,58.0,-0.049,0.028,0.042,0.0045,0.0,17,2,0,2.92,2.99,0.022,-0.04,0.028,0.028,0.012,0.024,2.803333333333334,-0.0085,5.51
2024-01-17 18:00:00,4.55,9.3,52.8,0.562,0.028,0.056,0.0082,0.0,18,2,0,2.84,4.57,-0.049,0.58,0.028,0.028,0.042,0.03,3.436666666666667,0.09166666666666667,4.9104
2024-01-17 19:00:00,4.6,16.4,48.2,0.615,0.028,0.085,0.0088,0.0,19,2,0,4.55,4.25,0.562,0.239,0.028,0.028,0.056,0.019,3.9966666666666666,0.2005,7.9048
2024-01-17 20:00:00,4.45,17.7,45.1,0.181,0.028,0.079,0.0082,0.0,20,2,0,4.6,4.55,0.615,0.556,0.028,0.028,0.085,0.083,4.533333333333334,0.22333333333333336,7.9826999999999995
2024-01-17 21:00:00,2.96,16.7,53.0,0.032,0.028,0.086,0.0047,0.0,21,2,0,4.45,3.01,0.181,-0.041,0.028,0.028,0.079,0.091,4.003333333333334,0.2271666666666667,8.850999999999999
2024-01-17 22:00:00,2.35,14.7,61.9,-0.013,0.028,0.06,0.0028,0.0,22,2,0,2.96,2.57,0.032,0.002,0.028,0.028,0.086,0.043,3.253333333333334,0.22133333333333335,9.0993
2024-01-17 23:00:00,2.03,13.9,64.8,-0.013,0.028,0.017,0.0016,0.0,23,2,0,2.35,2.58,-0.013,0.027,0.028,0.028,0.06,0.06,2.446666666666667,0.22733333333333336,9.007200000000001
2024-01-18 00:00:00,2.16,9.8,54.6,-0.035,0.029,0.003,0.0013,1.0,0,3,0,2.03,2.35,-0.013,0.009,0.028,0.028,0.017,0.07,2.1800000000000006,0.12783333333333333,5.3508000000000004
2024-01-18 01:00:00,2.54,10.9,67.9,-0.016,0.029,0.007,0.0014,1.0,1,3,0,2.16,2.64,-0.035,-0.04,0.029,0.028,0.003,0.038,2.2433333333333336,0.02266666666666667,7.401100000000001
2024-01-18 02:00:00,2.05,4.6,66.3,-0.014,0.029,0.022,0.0011,1.0,2,3,0,2.54,2.81,-0.016,0.024,0.029,0.028,0.007,0.051,2.2500000000000004,-0.009833333333333333,3.0497999999999994
2024-01-18 03:00:00,2.71,4.1,61.0,0.019,0.029,0.014,0.0013,1.0,3,3,0,2.05,2.49,-0.014,-0.025,0.029,0.028,0.022,0.036,2.433333333333334,-0.012000000000000002,2.5009999999999994
2024-01-18 04:00:00,2.29,2.2,63.7,-0.012,0.029,0.004,0.001,1.0,4,3,0,2.71,2.26,0.019,0.047,0.029,0.028,0.014,0.033,2.3500000000000005,-0.011833333333333335,1.4014000000000002
2024-01-18 05:00:00,2.39,0.4,56.9,-0.034,0.029,0.002,0.0011,1.0,5,3,0,2.29,2.24,-0.012,0.011,0.029,0.028,0.004,0.028,2.4633333333333343,-0.015333333333333336,0.22760000000000002
2024-01-18 06:00:00,2.73,2.5,63.7,-0.038,0.029,0.096,0.002,1.0,6,3,0,2.39,2.8,-0.034,0.03,0.029,0.028,0.002,0.057,2.4700000000000006,-0.015833333333333335,1.5925
2024-01-18 07:00:00,4.03,-0.1,57.4,0.01,0.029,0.083,0.0035,0.0,7,3,0,2.73,3.93,-0.038,0.043,0.029,0.028,0.096,0.04,3.0500000000000007,-0.011500000000000002,-0.0574
2024-01-18 08:00:00,4.06,-0.9,47.7,0.004,0.029,0.015,0.0041,0.0,8,3,0,4.03,4.12,0.01,0.001,0.029,0.028,0.083,0.087,3.606666666666667,-0.008500000000000002,-0.42930000000000007
2024-01-18 09:00:00,3.86,2.0,77.3,0.026,0.029,0.083,0.004,0.0,9,3,0,4.06,3.92,0.004,0.049,0.029,0.028,0.015,0.013,3.983333333333334,-0.007333333333333334,1.546
2024-01-18 10:00:00,3.72,-1.8,54.2,-0.044,0.029,0.034,0.004,0.0,10,3,0,3.86,3.94,0.026,0.041,0.029,0.028,0.083,0.071,3.8800000000000003,-0.012666666666666666,-0.9756
2024-01-18 11:00:00,3.96,-3.4,67.0,0.008,0.029,0.014,0.0044,0.0,11,3,0,3.72,3.76,-0.044,0.032,0.029,0.028,0.034,0.096,3.8466666666666676,-0.005666666666666666,-2.278
2024-01-18 12:00:00,4.5,0.4,39.6,0.049,0.029,0.088,0.0052,0.0,12,3,0,3.96,3.98,0.008,-0.039,0.029,0.028,0.014,0.038,4.060000000000001,0.008833333333333334,0.1584
2024-01-18 13:00:00,2.73,6.4,73.7,0.012,0.029,0.02,0.0033,0.0,13,3,0,4.5,2.96,0.049,-0.038,0.029,0.028,0.088,0.042,3.7300000000000004,0.009166666666666668,4.716800000000001
2024-01-18 14:00:00,2.69,6.0,79.4,-0.027,0.029,0.096,0.0033,0.0,14,3,0,2.73,2.75,0.012,0.044,0.029,0.028,0.02,0.067,3.306666666666667,0.004000000000000001,4.764
2024-01-18 15:00:00,2.48,8.8,61.1,0.003,0.029,0.087,0.0032,0.0,15,3,0,2.69,2.65,-0.027,0.009,0.029,0.028,0.096,0.001,2.633333333333334,0.00016666666666666753,5.3768
2024-01-18 16:00:00,2.85,9.5,59.3,-0.022,0.029,0.088,0.004,0.0,16,3,0,2.48,2.92,0.003,0.022,0.029,0.028,0.087,0.012,2.673333333333334,0.0038333333333333344,5.633500000000001
2024-01-18 17:00:00,2.72,12.7,56.0,-0.002,0.029,0.086,0.0044,0.0,17,3,0,2.85,2.84,-0.022,-0.049,0.029,0.028,0.088,0.042,2.683333333333334,0.002166666666666668,7.111999999999999
2024-01-18 18:00:00,4.23,15.7,48.0,0.226,0.029,0.039,0.0076,0.0,18,3,0,2.72,4.55,-0.002,0.562,0.029,0.028,0.086,0.056,3.2666666666666675,0.03166666666666667,7.535999999999999
2024-01-18 19:00:00,4.45,9.7,82.2,0.208,0.129,0.087,0.0085,0.0,19,3,0,4.23,4.6,0.226,0.615,0.029,0.028,0.039,0.085,3.8000000000000007,0.06433333333333334,7.973399999999999
2024-01-18 20:00:00,4.57,14.8,59.7,0.607,0.029,0.096,0.0084,0.0,20,3,0,4.45,4.45,0.208,0.181,0.129,0.028,0.087,0.079,4.416666666666668,0.17,8.835600000000001
2024-01-18 21:00:00,2.91,13.6,54.7,0.035,0.029,0.044,0.0047,0.0,21,3,0,4.57,2.96,0.607,0.032,0.029,0.028,0.096,0.086,3.976666666666668,0.1753333333333333,7.4392000000000005
2024-01-18 22:00:00,2.5,7.3,63.1,-0.048,0.029,0.048,0.003,0.0,22,3,0,2.91,2.35,0.035,-0.013,0.029,0.028,0.044,0.06,3.3266666666666675,0.171,4.6063
2024-01-18 23:00:00,2.42,14.1,63.4,0.019,0.029,0.013,0.0019,0.0,23,3,0,2.5,2.03,-0.048,-0.013,0.029,0.028,0.048,0.017,2.6100000000000008,0.1745,8.9394
2024-01-19 00:00:00,2.2,7.6,52.7,-0.029,0.029,0.096,0.0013,1.0,0,4,0,2.42,2.16,0.019,-0.035,0.029,0.029,0.013,0.003,2.373333333333334,0.13199999999999998,4.005199999999999
2024-01-19 01:00:00,2.56,10.3,61.0,-0.021,0.029,0.001,0.0014,1.0,1,4,0,2.2,2.54,-0.029,-0.016,0.029,0.029,0.096,0.007,2.393333333333334,0.09383333333333332,6.283
2024-01-19 02:00:00,2.54,7.4,52.6,0.025,0.029,0.077,0.0013,1.0,2,4,0,2.56,2.05,-0.021,-0.014,0.029,0.029,0.001,0.022,2.433333333333334,-0.0031666666666666666,3.8924000000000003
2024-01-19 03:00:00,2.48,6.6,63.7,0.035,0.029,0.061,0.0012,1.0,3,4,0,2.54,2.71,0.025,0.019,0.029,0.029,0.077,0.014,2.5266666666666673,-0.003166666666666667,4.2042
2024-01-19 04:00:00,2.38,0.6,58.5,-0.009,0.029,0.007,0.001,1.0,4,4,0,2.48,2.29,0.035,-0.012,0.029,0.029,0.061,0.004,2.4666666666666672,0.0033333333333333327,0.35100000000000003
2024-01-19 05:00:00,2.24,-0.9,57.8,0.031,0.029,0.095,0.0011,1.0,5,4,0,2.38,2.39,-0.009,-0.034,0.029,0.029,0.007,0.002,2.366666666666667,0.005333333333333333,-0.5202
2024-01-19 06:00:00,2.41,-0.2,60.1,0.029,0.029,0.071,0.0017,1.0,6,4,0,2.24,2.73,0.031,-0.038,0.029,0.029,0.095,0.096,2.343333333333334,0.015,-0.12020000000000002
2024-01-19 07:00:00,3.93,-4.6,55.3,-0.027,0.029,0.028,0.0035,0.0,7,4,0,2.41,4.03,0.029,0.01,0.029,0.029,0.071,0.083,2.8600000000000008,0.014,-2.5437999999999996
2024-01-19 08:00:00,4.26,-2.1,58.5,-0.027,0.029,0.064,0.0043,0.0,8,4,0,3.93,4.06,-0.027,0.004,0.029,0.029,0.028,0.015,3.5333333333333337,0.005333333333333333,-1.2285000000000001
2024-01-19 09:00:00,3.69,-1.3,62.6,-0.014,0.029,0.065,0.0038,0.0,9,4,0,4.26,3.86,-0.027,0.026,0.029,0.029,0.064,0.083,3.9600000000000004,-0.0028333333333333335,-0.8138000000000001
2024-01-19 10:00:00,3.49,-0.2,74.5,-0.043,0.029,0.068,0.0038,0.0,10,4,0,3.69,3.72,-0.014,-0.044,0.029,0.029,0.065,0.034,3.813333333333334,-0.008499999999999999,-0.149
2024-01-19 11:00:00,4.34,2.3,51.5,0.032,0.029,0.08,0.0049,0.0,11,4,0,3.49,3.96,-0.043,0.008,0.029,0.029,0.068,0.014,3.8400000000000003,-0.008333333333333331,1.1844999999999999
2024-01-19 12:00:00,4.3,7.8,60.8,-0.023,0.029,0.05,0.005,0.0,12,4,0,4.34,4.5,0.032,0.049,0.029,0.029,0.08,0.088,4.043333333333334,-0.017,4.7424
2024-01-19 13:00:00,2.69,2.9,55.9,0.013,0.029,0.005,0.0032,0.0,13,4,0,4.3,2.73,-0.023,0.012,0.029,0.029,0.05,0.02,3.7766666666666673,-0.010333333333333335,1.6210999999999998
2024-01-19 14:00:00,2.63,8.6,57.4,-0.045,0.029,0.028,0.0033,0.0,14,4,0,2.69,2.69,0.013,-0.027,0.029,0.029,0.005,0.096,3.206666666666667,-0.013333333333333334,4.9364
2024-01-19 15:00:00,2.79,7.7,58.9,0.034,0.029,0.0,0.0036,0.0,15,4,0,2.63,2.48,-0.045,0.003,0.029,0.029,0.028,0.087,2.7033333333333336,-0.005333333333333333,4.535299999999999
2024-01-19 16:00:00,2.96,8.6,52.2,-0.014,0.029,0.027,0.0041,0.0,16,4,0,2.79,2.85,0.034,-0.022,0.029,0.029,0.0,0.088,2.7933333333333343,-0.0004999999999999996,4.4892
2024-01-19 17:00:00,2.73,11.0,63.7,0.029,0.029,0.089,0.0044,0.0,17,4,0,2.96,2.72,-0.014,-0.002,0.029,0.029,0.027,0.086,2.8266666666666667,-0.0009999999999999992,7.007000000000001
2024-01-19 18:00:00,4.76,13.0,59.2,0.559,0.029,0.069,0.0086,0.0,18,4,0,2.73,4.23,0.029,0.226,0.029,0.029,0.089,0.039,3.4833333333333343,0.09600000000000002,7.696000000000001
2024-01-19 19:00:00,4.57,9.2,56.2,0.613,0.029,0.07,0.0088,0.0,19,4,0,4.76,4.45,0.559,0.208,0.029,0.129,0.069,0.087,4.0200000000000005,0.19600000000000004,5.1704
2024-01-19 20:00:00,4.78,16.8,55.7,0.58,0.029,0.011,0.0088,0.0,20,4,0,4.57,4.57,0.613,0.607,0.029,0.029,0.07,0.096,4.703333333333334,0.30016666666666664,9.357600000000001
2024-01-19 21:00:00,2.83,15.3,65.0,-0.045,0.029,0.036,0.0045,0.0,21,4,0,4.78,2.91,0.58,0.035,0.029,0.029,0.011,0.044,4.0600000000000005,0.287,9.945
2024-01-19 22:00:00,2.39,14.5,44.1,-0.029,0.029,0.037,0.0029,0.0,22,4,0,2.83,2.5,-0.045,-0.048,0.029,0.029,0.036,0.048,3.333333333333334,0.2845,6.394500000000001
2024-01-19 23:00:00,1.93,11.0,55.5,0.027,0.029,0.042,0.0015,0.0,23,4,0,2.39,2.42,-0.029,0.019,0.029,0.029,0.037,0.013,2.383333333333334,0.2841666666666667,6.105
2024-01-20 00:00:00,2.16,11.0,61.7,-0.003,0.029,0.088,0.0013,1.0,0,5,1,1.93,2.2,0.027,-0.029,0.029,0.029,0.042,0.096,2.1600000000000006,0.19049999999999997,6.787000000000001
2024-01-20 01:00:00,1.87,9.8,48.5,0.011,0.029,0.03,0.001,1.0,1,5,1,2.16,2.56,-0.003,-0.021,0.029,0.029,0.088,0.001,1.9866666666666672,0.09016666666666666,4.753
2024-01-20 02:00:00,2.17,4.6,51.7,0.014,0.029,0.04,0.0011,1.0,2,5,1,1.87,2.54,0.011,0.025,0.029,0.029,0.03,0.077,2.0666666666666673,-0.004166666666666667,2.3782
2024-01-20 03:00:00,2.32,2.5,64.4,0.039,0.029,0.029,0.0011,1.0,3,5,1,2.17,2.48,0.014,0.035,0.029,0.029,0.04,0.061,2.1200000000000006,0.009833333333333333,1.61
2024-01-20 04:00:00,1.99,2.1,59.7,-0.023,0.029,0.084,0.0009,1.0,4,5,1,2.32,2.38,0.039,-0.009,0.029,0.029,0.029,0.007,2.1600000000000006,0.010833333333333334,1.2537
2024-01-20 05:00:00,1.89,0.3,52.0,-0.001,0.029,0.04,0.0009,1.0,5,5,1,1.99,2.24,-0.023,0.031,0.029,0.029,0.084,0.095,2.066666666666667,0.006166666666666667,0.156
2024-01-20 06:00:00,2.98,1.1,59.5,0.046,0.029,0.052,0.0021,1.0,6,5,1,1.89,2.41,-0.001,0.029,0.029,0.029,0.04,0.071,2.286666666666667,0.014333333333333332,0.6545000000000001
2024-01-20 07:00:00,3.74,-3.7,70.0,0.027,0.029,0.077,0.0033,0.0,7,5,1,2.98,3.93,0.046,-0.027,0.029,0.029,0.052,0.028,2.8700000000000006,0.016999999999999998,-2.59
2024-01-20 08:00:00,3.88,-1.5,65.8,-0.038,0.029,0.027,0.0039,0.0,8,5,1,3.74,4.26,0.027,-0.027,0.029,0.029,0.077,0.064,3.5333333333333337,0.008333333333333331,-0.9869999999999999
2024-01-20 09:00:00,3.91,-1.1,72.7,-0.015,0.029,0.037,0.0041,0.0,9,5,1,3.88,3.69,-0.038,-0.014,0.029,0.029,0.027,0.065,3.8433333333333337,-0.0006666666666666673,-0.7997000000000001
2024-01-20 10:00:00,3.83,-0.4,61.5,0.028,0.029,0.046,0.0041,0.0,10,5,1,3.91,3.49,-0.015,-0.043,0.029,0.029,0.037,0.068,3.8733333333333335,0.007833333333333333,-0.24600000000000002
2024-01-20 11:00:00,3.84,-2.4,54.1,-0.043,0.029,0.023,0.0043,0.0,11,5,1,3.83,4.34,0.028,0.032,0.029,0.029,0.046,0.08,3.8600000000000008,0.000833333333333334,-1.2984
2024-01-20 12:00:00,3.77,-0.9,58.9,-0.044,0.029,0.096,0.0044,0.0,12,5,1,3.84,4.3,-0.043,-0.023,0.029,0.029,0.023,0.05,3.813333333333334,-0.014166666666666666,-0.5301
2024-01-20 13:00:00,2.83,4.4,60.5,0.046,0.029,0.008,0.0034,0.0,13,5,1,3.77,2.69,-0.044,0.013,0.029,0.029,0.096,0.005,3.4800000000000004,-0.010999999999999998,2.6620000000000004
2024-01-20 14:00:00,2.24,5.2,55.4,0.012,0.029,0.078,0.0028,0.0,14,5,1,2.83,2.63,0.046,-0.045,0.029,0.029,0.008,0.028,2.9466666666666677,-0.002666666666666666,2.8808
2024-01-20 15:00:00,2.43,6.3,60.1,0.031,0.029,0.064,0.0031,0.0,15,5,1,2.24,2.79,0.012,0.034,0.029,0.029,0.078,0.0,2.5000000000000004,0.005,3.7862999999999998
2024-01-20 16:00:00,2.81,8.4,51.0,0.042,0.029,0.029,0.0039,0.0,16,5,1,2.43,2.96,0.031,-0.014,0.029,0.029,0.064,0.027,2.493333333333334,0.007333333333333334,4.284000000000001
2024-01-20 17:00:00,2.24,14.0,55.2,0.021,0.029,0.006,0.0036,0.0,17,5,1,2.81,2.73,0.042,0.029,0.029,0.029,0.029,0.089,2.493333333333334,0.018,7.728000000000001
2024-01-20 18:00:00,4.13,17.5,41.9,0.2,0.029,0.068,0.0074,0.0,18,5,1,2.24,4.76,0.021,0.559,0.029,0.029,0.006,0.069,3.060000000000001,0.058666666666666666,7.3325
2024-01-20 19:00:00,4.33,13.8,53.0,0.231,0.029,0.046,0.0083,0.0,19,5,1,4.13,4.57,0.2,0.613,0.029,0.029,0.068,0.07,3.5666666666666678,0.08950000000000001,7.314000000000001
2024-01-20 20:00:00,3.85,17.5,43.4,0.155,0.029,0.084,0.0071,0.0,20,5,1,4.33,4.78,0.231,0.58,0.029,0.029,0.046,0.011,4.103333333333334,0.11333333333333334,7.595
2024-01-20 21:00:00,2.44,13.3,60.7,0.046,0.029,0.02,0.0039,0.0,21,5,1,3.85,2.83,0.155,-0.045,0.029,0.029,0.084,0.036,3.540000000000001,0.11583333333333333,8.0731
2024-01-20 22:00:00,1.78,14.3,71.9,-0.043,0.029,0.062,0.0021,0.0,22,5,1,2.44,2.39,0.046,-0.029,0.029,0.029,0.02,0.037,2.690000000000001,0.10166666666666668,10.2817
2024-01-20 23:00:00,1.82,12.9,56.3,0.026,0.029,0.016,0.0015,0.0,23,5,1,1.78,1.93,-0.043,0.027,0.029,0.029,0.062,0.042,2.013333333333334,0.10250000000000002,7.2627
2024-01-21 00:00:00,2.46,10.1,62.7,0.017,0.03,0.016,0.0015,1.0,0,6,1,1.82,2.16,0.026,-0.003,0.029,0.029,0.016,0.088,2.020000000000001,0.072,6.3327
2024-01-21 01:00:00,1.84,11.5,59.4,0.0,0.03,0.001,0.001,1.0,1,6,1,2.46,1.87,0.017,0.011,0.03,0.029,0.016,0.03,2.0400000000000005,0.0335,6.831
2024-01-21 02:00:00,1.85,7.7,64.7,0.023,0.03,0.01,0.001,1.0,2,6,1,1.84,2.17,0.0,0.014,0.03,0.029,0.001,0.04,2.0500000000000007,0.011500000000000002,4.9819
2024-01-21 03:00:00,2.01,3.6,58.4,-0.002,0.03,0.066,0.001,1.0,3,6,1,1.85,2.32,0.023,0.039,0.03,0.029,0.01,0.029,1.9000000000000004,0.003500000000000001,2.1024000000000003
2024-01-21 04:00:00,2.03,1.2,65.6,0.049,0.03,0.004,0.0009,1.0,4,6,1,2.01,1.99,-0.002,-0.023,0.03,0.029,0.066,0.084,1.9633333333333338,0.018833333333333334,0.7871999999999999
2024-01-21 05:00:00,2.06,-0.5,70.7,-0.011,0.03,0.075,0.001,1.0,5,6,1,2.03,1.89,0.049,-0.001,0.03,0.029,0.004,0.04,2.0333333333333337,0.012666666666666668,-0.35350000000000004
2024-01-21 06:00:00,2.13,1.6,54.0,0.006,0.03,0.036,0.0015,1.0,6,6,1,2.06,2.98,-0.011,0.046,0.03,0.029,0.075,0.052,2.0733333333333337,0.010833333333333334,0.8640000000000001
2024-01-21 07:00:00,3.96,-3.6,66.9,-0.031,0.03,0.092,0.0035,0.0,7,6,1,2.13,3.74,0.006,0.027,0.03,0.029,0.036,0.077,2.7166666666666672,0.005666666666666668,-2.4084000000000003
